list_item_id,job_id,list_item,parent,code / label 1,code / label 2,code / label 3,code / label 4
48114,2933,Excellent written and verbal communication skills,,,,,
48132,2934,"Excellent oral and written communication, time management and organizational skills, and a thorough approach to problem solving",OTHER ATTRIBUTES,,,,
48137,2935,"Additional skills sought include high attention to detail, solid oral and written communication and personal interactions skills, and the ability to work on and complete multiple tasks in a timely fashion.",Skills/Requirements,,,,
48201,2940,"Strong, polished oral and written communications skills",Organizational Requirements:,,,,
48251,2945,"Excellent interpersonal, leadership, verbal, and written skills",QUALIFICATIONS:,,,,
48284,2947,"Good communication skills, both written",solve customer problems.,,,,
48290,2948,"Exceptional verbal and written communication skills to interact with subcontractors, clients & vendors as needed.",,,,,
48324,2950,Strong verbal and written communication skills,,,,,
48461,2961,Help with customer service via customer requests incoming from telephone and email.,,,,,
48473,2961,"Excellent communication skills (including oral, written, and relationship building).",,,,,
48492,2962,Excellent written and verbal communication skills,QUALIFICATIONS,,,,
48498,2963,Write inspection procedures and assist in reviewing and evaluating in-process rejections and obtaining proper product dispositions,Job Description:,,,,
48523,2964,"Excellent communication skills; verbal, written and interpersonal.",Coordinate layout and site surveyingTime entryField P.O.Daily work reportsSchedule updates,,,,
48550,2965,"Strong, polished oral and written communications skills",Organizational Requirements:,,,,
48577,2966,"Requires excellent written and oral communication skills, the ability to understand and follow complex, detailed instructions, and the ability to work both independently and in a team environment.",Preferred Qualifications:,,,,
48592,2967,Write PPT slides and present results to broad technical team for findings and DOE proposals.,Responsibilities,,,,
48614,2969,Excellent verbal and written skills,Required Qualifications:,,,,
48662,2973,Excellent communication skills (both verbal and written),REQUIRED,,,,
48690,2974,Excellent written and verbal communication skills,QUALIFICATIONS,,,,
48722,2979,Provide 2 personal or professional written references.,"Participate in software design meetings and consult with end users to define, test, and debug programs to meet needs.Work alongside experienced software developers to gain experience in formal software development processes, requirements analysis, software design, and software testing disciplines.",,,,
48741,2981,Excellent verbal and written communication skills.,Qualifications,,,,
48750,2982,"Demonstrated strong interpersonal, written and verbal communication skills",Minimum qualifications:,,,,
48798,2986,"Excellent organizational, verbal, written, presentation skills are a must","Deliver projects according to client needs while exceeding expectationsDevelop and preserve a positive business relationship with client while ensuring contractual compliance with all parties Support in the directing of all project activities including design, planning, and execution through completionWork with preconstruction, virtual construction and accounting to ensure cohesion across the projectsWork with the Project Engineering and Project Management teams to help manage financial performance while mitigating exposure to risk Provide leadership and support to field teams Maintain all project records to ensure relevant information is documented and secured",,,,
48808,2987,"Excellent leadership, communication (written and verbal) and interpersonal skills",We are seeking students who meet the following criteria:,,,,
48865,2992,Excellent verbal communication skills and technical report writing skills,"At Cirrus Logic, mixed-signal engineering drives our company. We develop high-performance, low-power signal processing solutions in audio, voice and haptics, delivering innovative end-user experiences and solving difficult challenges for new generations of mobile and consumer devices. While breaking the innovation barrier, weâ€™ve also built an award-winning company culture, thanks to our extraordinary workforce and our ongoing efforts to champion and promote diversity, as well as our principles of equality and fairness in the workplace. Do you enjoy working alongside the industry's top engineers and solving sophisticated challenges for the world's top consumer brands? Join our team and help us continue to make this an exceptional place to work!Weâ€™re seeking an intern on our SPICE Modeling team to test chip design, conduct device characterization, and strengthen your Spice modeling background. In this position, you will be responsible for maintaining device lab equipment functions, performing a wide range of device characterization activities, and generating Spice models for custom devices.Required Skills and Qualifications",,,,
48910,2994,Ability to perform multiple tasks effectively with a focus on timeliness and responsiveness.,,,,,
48915,2994,Excellent communication skills (both oral and written).,,,,,
49016,3003,Excellent written and verbal communication and technical documentation skills.,"Ability to work across mechanical, aeronautical, astronautical, electrical, and materials engineering disciplines.",,,,
49032,3004,Effectively communicate the status and results of projects to HTI managers and executives regularly through verbal and written communication. Communication with customers and/or suppliers may be required.,RESPONSIBILITIES:,,,,
49043,3004,Demonstrated proficiency with both written and verbal communication,QUALIFICATIONS:,,,,
49092,3007,Ability to clearly explain technical concepts to people with non-technical backgrounds; excellent communication & interpersonal skills,Ideal candidates for this role would have an:,,,,
49108,3008,Writing and Editing Manuals,Many potential activities to utilize your skills,,,,
49222,3013,Good communication skills in both written and verbal forms. Able to work well with research subjects in a clinical setting.,"Ability to work with hand tools, electronics tools, and machine tools to fabricate, adjust, modify, and repair devices necessary.",,,,
49319,3019,Must be able to communicate effectively both verbally and in writing,Other Essential Functions:,,,,
49363,3025,Exceptional written and oral communication skills.,Qualifications,,,,
49364,3025,"Proven ability to give presentations and explain technical concepts with poise, credibility, imagination and enthusiasm.",Qualifications,,,,
49371,3026,Effectively communicate the status and results of projects to HTI managers and executives regularly through verbal and written communication. Communication with customers and/or suppliers may be required.,RESPONSIBILITIES:,,,,
49382,3026,Demonstrated proficiency with both written and verbal communication,QUALIFICATIONS:,,,,
49396,3029,Effective oral and written communication skills.,High level of analytical ability to solve complex problems.,,,,
49414,3031,Good command of verbal and written communications,Job Requirements:,,,,
49498,3035,Excellent written and verbal communication skills.,,,,,
49519,3036,Writes and performs component tests with some supervision.,Essential Functions:,,,,
49555,3037,"Excellent communication skills, both written and oral, interpersonal, and organizational skills.",Successful candidates must possess:,,,,
49610,3040,Excellent written and oral communication and presentation skills,Required Skills and Abilities:,,,,
49658,3041,Strong written and verbal communication skills,Qualifications,,,,
49671,3042,Must possess excellent communication skills both verbal and written.,Baseline skills/experiences/attributes:,,,,
49754,3048,"Write clean, portable, and well-documented code",,,,,
49784,3052,Strong written and verbal technical communication skills,Minimum Qualifications:,,,,
49789,3053,"Write clean, portable, and well-documented code",,,,,
49826,3056,"Communicate project activities, statuses, accomplishments, and strategic direction with executive management both in oral and written communication",,,,,
49860,3058,Excellent verbal and written communication skills,BONUS POINTS FOR THESE: Preferred Qualifications,,,,
49943,3062,"Communicate results both orally and in written form in clear, concise English",,,,,
49948,3062,Strong communication skills (oral and written),,,,,
49997,3064,"Exhibits strong verbal, written and presentation skills.",Minimum:,,,,
50014,3066,Write high-quality clean code and tooling in a fast-paced environment,What you'll do:,,,,
50037,3067,Excellent written and verbal communication skills,Experience,,,,
50051,3068,Strong written and verbal communication skills,,,,,
50085,3070,"Strong proficiency writing production-quality code, preferably industry engineering experience with machine learning projects (e.g. recommendation, ranking, optimization).",The following skills/experiences/knowledge are a plus:,,,,
50092,3072,"Creative Thermal Solutions in Urbana, IL seeks an Intern: Research Engineer/Scientist.Duties:Conduct R&D activities in Thermal and Fluid Sciences, such as design, implementation, and optimization of experimental test facilities. Independently conduct experiments, analyze/reduce/interpret data, prepare presentations and reports, and interact with customers. Activities will frequently combine theoretical knowledge and hands-on application. Successful applicant possesses strong work ethic, is self-motivated and driven, has exceptional problem solving skills and a natural curiosity for the unknown.Required Qualifications:Must be pursuing or have achived a degree in Mechanical Engineering or other applicable engineering or science fields.To apply:Send letter of application, resume, official transcripts to Creative Thermal Solutions, Attn: Debbie Smith, 2209 N. Willow Rd., Urbana, Illinois 61802. Creative Thermal Solutions is an affirmative action/equal opportunity employer. Or email applications@creativethermalsolutions.com.",,,,,
50120,3076,Excellent written and verbal communications skills.,Qualifications,,,,
50125,3076,Excellent written and verbal communications skills.,Â§ Understands the importance of safety in operations; must maintain a safety mindset at all times.,,,,
50147,3078,Must know how to read/write tests using Selenium,,,,,
50152,3078,Strong written and verbal communication skills,,,,,
50163,3079,"Learn how we develop new features and capabilities from concept to production. This includes writing, testing, deploying, monitoring, and more",Day-to-Day Responsibilities,,,,
50295,3091,Excellent written and verbal communication skills,Requirements:,,,,
50337,3095,Excellent written and verbal communication skills,Requirements:,,,,
50404,3100,Proficiency in writing modern C++ (11 or above),,,,,
50463,3104,Excellent verbal and written communication skills.,,,,,
50482,3106,Strong verbal and written communication skills,What you must have:,,,,
50554,3113,"Team with Product Support Engineers to enable our customersâ€™ success to manage their operations by supporting them remotely through phone, email, or web channels to best serve their environment while performing a variety of complex technical challenges.","As a Product Support Engineer Intern, you will:",,,,
50678,3120,Effective written and verbal communication,Qualifications,,,,
50684,3121,Write automated tests to ensure long-term product quality.,"Managing today's hybrid cloud IT infrastructure can be complex and chaotic. As an intern with ScienceLogic, you will play a role in developing the solution by creating clarity and visibility for managing on-prem and multi-cloud infrastructure for some of the largest companies and service providers in the world.",,,,
50712,3122,Strong written and oral communication skills.,,,,,
50763,3126,"well-developed interpersonal skills, both written and verbal",If you:,,,,
50790,3127,"Excellent communication skills, both oral and written",We are seeking entry-level candidates with the following Qualifications:,,,,
50822,3129,Clear and concise verbal and written communication,,,,,
50850,3130,"Communication skills, verbal and written.","Skill, Knowledge and Ability Requirements:",,,,
50889,3131,"Effective communication skills, both written and verbal with the ability to interface with customers, suppliers, and across internal departments.",Requirements:,,,,
51115,3140,"Communicate effectively in English, in both oral and written forms.","Bachelorâ€™s degree in Mechanical Engineering from an Accredited Institution.Develop and Maintain extensive knowledge of REVIT and the latest version of AutoCAD platforms.Thorough understanding of applicable codes.Proficient in design and calculation software.Learn the construction process.Research equipment selections, and complete equipment schedules.Research design options and document findings for the project team.Incorporate design concepts from Schematic Design into Design Development.Work to produce Construction Documents.Document existing conditions.Learn how to lay out portions of the mechanical/HVAC systems for the project.Learn and assist in the production for projects, including implementing sketches and design concepts from others.Encourage to try solving engineering solutions.Work to understand and assist in the coordination of ceiling, wall clearances and structures.Candidate must be self-motivated and able to work independently with minimal supervision.Must have good interpersonal skills and the ability to work in a team environment with purchasing, quality assurance, manufacturing and engineering personnel.",,,,
51184,3144,Writes technical specifications,General Tasks Performed:,,,,
51202,3144,Strong communication skills both verbal and written,"Ideally, youâ€™ll also have:",,,,
51394,3158,Excellent verbal and written English communication skills,Minimum requirements,,,,
51407,3160,Strong verbal and written communication skills,,,,,
51472,3164,Excellent verbal and written communication skills.,Qualifications:,,,,
51476,3164,Excellent written and oral communication skills.,"Education: BS in Mechanical or Manufacturing Engineering.Experience with 3-D Parametric Solid Modeling (Autodesk Inventor experience is a plus), and Microsoft Office products (Word, Excel, PowerPoint, Outlook).Experience: 0-3 years.Entry level position in terms of the complexity of work.Excellent verbal and written communication skills.Requires supervision and training by Senior Product Engineer.Maintain a professional drawing system.",,,,
51477,3165,Perform and create mechanical designs and detailed analysis on equipment including writing specifications and reports for the equipmentâ€™s components.,Essential Functions:,,,,
51494,3165,"Ability to write reports, business correspondence and procedure manuals","Knowledge, Skills & Abilities:",,,,
51612,3167,Strong verbal and written communication skills,Minimum Qualifications,,,,
51619,3168,Strong written and verbal communication skills.,Emerald City Engineers is looking for an Entry Level Mechanical Engineer with the following qualifications:,,,,
51651,3169,Excellent written and verbal communication skills,Qualifications,,,,
51728,3176,Effective oral and written communication skills,Under close supervision the graduate engineer will provide:,,,,
51740,3176,Excellent written communication and attention to detail and ability to demonstrate accurate technical drawings and good report writing,We are looking for graduates with the following characteristics:,,,,
51743,3176,Good Strong written and oral communication skills,We are looking for graduate engineers with the following experience:,,,,
51827,3182,Strong written and oral communication skills,,,,,
51885,3186,Write and maintain equipment specifications,Job Description,,,,
51898,3186,Strong verbal and written communication skills.,Qualifications,,,,
51926,3188,Excellent verbal and written communication skills are utilized to communicate project status and risks associated with integrated timelines to leadership,Responsibilities may include:,,,,
52053,3197,Strong written and oral communication skills.,Qualifications,,,,
52070,3199,Effective written/verbal communication and organization/analytical skills; experience recording/writing detailed technical data and reports a plus.,REQUIREMENTS:,,,,
52088,3200,Effective written/verbal communication and organization/analytical skills; experience recording/writing detailed technical data and reports a plus.,REQUIREMENTS:,,,,
52115,3201,Must have effective verbal and written communication skills in the English language,EDUCATION/EXPERIENCE,,,,
52139,3202,Communication: Presentations of assigned projects to customers require the ability to clearly express ideas in both oral and written formats.,,,,,
52151,3203,Strong written and verbal communication skills,Basic Qualifications:,,,,
52163,3204,"Excellent analytical skills, verbal & written communication skills (such as Standard Operating Procedure development)",Preferred Qualifications,,,,
52185,3205,Must have good oral and written communication skills; strong interpersonal skills and the ability to work in a fast paced team environment.,,,,,
52215,3207,Excellent written and verbal communication skills.,REQUIREMENTS:,,,,
52240,3208,Effective written and oral communication,MINIMUM REQUIREMENTS,,,,
52250,3209,Clear and concise written/verbal communications,Preferred Skills,,,,
52274,3210,"Excellent interpersonal, oral, and written communication skills and the ability to interface with all levels of staff and leadership.",Success Indicators:,,,,
52283,3211,Receiving both written and verbal passdown from leaving shift peers.,"The role of a Factory Engineer in Substrate Packaging Technology Development (SPTD) is to provide factory support by handling technical equipment and process issues in real-time to facilitate 24x7 lot movement through the manufacturing line. Factory Engineers respond to process issues, error recovery, lot disposition and many ad hoc duties that the factory may require.Typical shift duties include:",,,,
52288,3211,Writing and/or updating Specs as needed.,"The role of a Factory Engineer in Substrate Packaging Technology Development (SPTD) is to provide factory support by handling technical equipment and process issues in real-time to facilitate 24x7 lot movement through the manufacturing line. Factory Engineers respond to process issues, error recovery, lot disposition and many ad hoc duties that the factory may require.Typical shift duties include:",,,,
52290,3211,Communicate by email with Tool Owners and others on issues that require dayshift follow up,"The role of a Factory Engineer in Substrate Packaging Technology Development (SPTD) is to provide factory support by handling technical equipment and process issues in real-time to facilitate 24x7 lot movement through the manufacturing line. Factory Engineers respond to process issues, error recovery, lot disposition and many ad hoc duties that the factory may require.Typical shift duties include:",,,,
52291,3211,Prepare for and provide both written and verbal passdown of all shift activities to oncoming shift .,"The role of a Factory Engineer in Substrate Packaging Technology Development (SPTD) is to provide factory support by handling technical equipment and process issues in real-time to facilitate 24x7 lot movement through the manufacturing line. Factory Engineers respond to process issues, error recovery, lot disposition and many ad hoc duties that the factory may require.Typical shift duties include:",,,,
52293,3211,Verbal and/or written communication skills with the capability to effectively communicate with peers engineering and customers,Receiving both written and verbal passdown from leaving shift peers.Aligning on priorities with managementSupporting areas on the factory floor and aligning with manufacturing technicians.Supporting process problems and making disposition decisions. This may require the use of a microscope or other metrology equipment.Running Design of Experiments (DOEs) if needed.Writing and/or updating Specs as needed.Provide engineering level support throughout the shift.Communicate by email with Tool Owners and others on issues that require dayshift follow upPrepare for and provide both written and verbal passdown of all shift activities to oncoming shift .The candidate should exhibit the following behavioral traits and/or skills:,,,,
52304,3212,"Evaluate, investigate, analyze, and write reports on production results","To perform advanced or specialized engineering duties in the IoP (Industrialization of Product) Unit generally focused on trouble shooting, process improvement, and the inspection of products for defects or deviation from specification.",,,,
52320,3212,Writing - Communicating effectively in writing as appropriate for the needs of the audience,Required Skills,,,,
52349,3213,Advanced verbal and written communication skills including listening effectively and soliciting input from others,,,,,
52393,3216,"Must have good communication skills, verbal and written, with all levels from client, management to workers and subs.",Job Qualifications:,,,,
52395,3216,"Must be able to read, write and communicate clearly with supervisor/co-workers/clients/vendors and take direction from site manager.",Job Qualifications:,,,,
52404,3217,Furnishes sketches and layouts supplemented by verbal or written information for preparation of drawings.,BS in mechanical engineering and already passed PE exam,,,,
52417,3217,Excellent written and communication skills. Experience Level:,=AutoCAD Additional Skills & Qualifications:,,,,
52425,3218,Good verbal and written English.,,,,,
52437,3219,"Strong written, verbal, analytical, and interpersonal skills.","To be a champion in this role, you will need:",,,,
52460,3220,Excellent written and verbal communication skills.,REQUIREMENTS:,,,,
52541,3227,"Excellent written and verbal communication skills, ability to interpret and share content",Desired Skills for all positions:,,,,
52665,3234,"Effective communication skills, both written and oral",These Qualifications Would be Nice to Have:,,,,
52861,3249,"OUTSTANDING COMMUNICATION SKILLS in addition to maintaining an open line of communication with employees throughout the organization, you'll demonstrate excellent communication skills, including good phone and email etiquette.",Our ideal person will have all these in addition to everything listed above:,,,,
52880,3250,Strong verbal/written communication skills and ability to work well independently and in team environments,Desired Skills and Experience:,,,,
52955,3254,Excellent verbal and written communication skills are utilized to communicate project status and risks associated with integrated timelines to leadership.,,,,,
53046,3259,"Strong verbal, written, and analytical skills.",Preferred Qualifications:,,,,
53053,3259,"Strong verbal, written, and analytical skills.",Preferred Qualifications:,,,,
53106,3261,Oral/written communication (English and/or local languages),,,,,
53127,3263,"Oversee development, negotiate, and finalize subcontracts","Equipment upgrades, and Process upgrades",,,,
53158,3267,"Ability to communicate across a broad spectrum of technical understanding - written, verbal and non-verbal",Skills:,,,,
53241,3271,"Experience with Microsoft office products including Outlook email, Excel and PowerPoint",Skills and Experience:,,,,
53256,3272,Creating a written development plan,Key Functions,,,,
53263,3272,"Excellent skills in written, oral and electronic communication",Requirements:,,,,
53291,3274,"Excellent cognitive, communication (both written and spoken), and interpersonal skills","Required Education, Experience, & Skills",,,,
53312,3276,"Develop written descriptions of client components that define various qualities of the component, including performance specs, qualitative descriptions, potential applications, defining attributes, and more",PRIMARY DUTIES AND RESPONSIBILITIES,,,,
53320,3276,Excellent verbal and written communication,1+ years of professional engineering experience working with exposure to mechanical parts and machine components,,,,
53357,3278,"Ability to multitask with good tolerance of ambiguity, and written and verbal communication skills",The candidate should also exhibit the following behavioral traits and/or skills and/or requirements:,,,,
53373,3279,"Excellent cognitive, communication (both written and spoken), and interpersonal skills",,,,,
53382,3280,"Knowledge of MS Office and Excel, excellent written and oral communication skills, able to work in a self-directed or team environment and have good organizational skills.",PREFERRED QUALIFICATIONS,,,,
53409,3283,Excellent oral and written communication skills required,Skills / Qualifications:,,,,
53477,3290,"Reads, analyzes, and interprets technical procedures and drawings. Effectively writes work instructions, reports, business correspondence, and procedures.",Skills and Abilities:,,,,
53480,3290,"Solves practical problems and deals with a variety of variables in situations where only limited standardization exists. Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form. Strong analytical and problem-solving skills.",Skills and Abilities:,,,,
53542,3293,"Interact with customers by phone, email or in person; and receives orders by email, fax, phone, or E.D.I for GMP products, services, and business growth. Demonstrate ability to analyze and solve problems of routine scope and complexity. Ability to organize and prioritize work volume to meet deadlines and achieve results.","Perform all customer service functions required to fully service GMP customers by performing a variety of duties to include all order processing, handling, and maintaining customer orders. Continuously improve what the company does to support the business and the success of internal and external customers. General knowledge of products, policies, procedures, systems, organizational structure, and industry.",,,,
53544,3293,"Price and deliver quotations to customers, responds to customer inquiries checking status of orders and promised delivery dates by phone, email, or mail. Ensure orders are processed, maintained appropriately with approvals and released timely.","Typical assignments include but are not limited to: preparing customer orders prior to entry into the computer system; acknowledgement preparation; responding to customer inquiries, and requests for literature or additional product information; and monitoring partial or total shipments against customer orders.",,,,
53549,3293,"Build enduring positive relationships with peers, supervisors, managers, all internal and external customers. Effectively manage, process and present verbal and written information. Listen effectively. Respond to information requests timely and accurately providing others with information in advance of potential issues. Maintain a â€˜can do attitudeâ€™ and relate positively with others while problem-solving toward issue resolution. Remain poised under pressure.","Maintain, update, and add all customer account contact profiles into the CRM (Customer Relations Management) database for the sales department.",,,,
53586,3294,"Excellent cognitive, communication (both written and spoken), and interpersonal skills","Required Education, Experience, & Skills",,,,
53615,3295,"Ability to write reports, business correspondence, and procedure manuals",Essential Skills:,,,,
53618,3295,"Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form",Essential Skills:,,,,
53697,3301,"Excellent cognitive, communication (both written and spoken), and interpersonal skills",,,,,
53804,3307,Excellent verbal and written communications skills with the ability to build and drive cross-functional teams.,"Chemical, Electrical or Mechanical Engineering preferred.Civil, Industrial or other Engineering field acceptable with relevant work experience.Formal Project Management training and certification such as PMP, is preferred.Experience",,,,
53821,3308,What is your email id/ Pay? Visa Status?,Application Question(s):,,,,
53909,3311,Excellent written and verbal communication skills,Qualifications:,,,,
53954,3314,"Good analytical, written, and verbal skills.",Other Skills:,,,,
53972,3315,Effective written/verbal communication and organization/analytical skills; experience recording/writing detailed technical data and reports a plus.,REQUIREMENTS:,,,,
54060,3318,Excellent written and verbal communication skills.,,,,,
54083,3320,Effective written/verbal communication and organization/analytical skills; experience recording/writing detailed technical data and reports a plus.,REQUIREMENTS:,,,,
54099,3321,Excellent written and oral communication skills with a high level of accuracy and quality,Required Skills/ Knowledge:,,,,
54151,3325,Superior communication (verbal and written) and interpersonal skills,Personal Work Attributes:,,,,
54224,3328,Excellent written and verbal communication skills.,Qualifications:,,,,
54347,3332,"Advanced verbal and written communication skills including, but not limited to, listening effectively and soliciting input from others",,,,,
54377,3335,Write test plans and test reports in support of new programs to demonstrate compliance to customer specifications.,Roles & Responsibilities:,,,,
54384,3335,Excellent verbal and written communication skills.,"Required Job Knowledge, Skills and Experience:",,,,
54409,3337,Write analysis reports and other technical documents requested by the customer,3.) Consulting,,,,
54496,3341,Must be an excellent communicator with the ability to understand and explain highly technical engineering concepts to sales staff and customer base,REQUIREMENTS:,,,,
54499,3341,Use software to select and price company equipment & write proposals to customers.,responsibilities:,,,,
54527,3342,"Composes technical reports, memorandums and other written communication.",Required Skills & Required Experience:,,,,
54590,3347,please do share your best number email and time to connect,Application Question:,,,,
54606,3348,"Write and prepare technical engineering reports, plans and specifications for projects",,,,,
54607,3348,"Provide timely and formal written communication throughout projects and disseminate all critical information to executive leadership, contract officers, and staff.",,,,,
54673,3350,Strong oral and written communication skills.,Requirements:,,,,
54681,3351,"Write test plans, perform analysis of test results, write and brief test reports to senior Army leadership",Responsibilities include:,,,,
54697,3352,"Continued training and development for next 2 to 4 years as team member of commissioning teams and independent worker at locations across North America to develop commissioning skills, management skills, customer service skills and engineering knowledge to advance to full commissioning engineer status. Constant contact with office team is a requirement at this time and interface for inside support members is constant. All written interaction is web based, email and paperless.",Training Program:,,,,
54708,3352,"Requires face-to-face communication and contact with others (face-to-face, telephone, email, or otherwise)","Degree in Mechanical Engineering Technology or BSME, Electrical Engineering Technology or BSEE or General Engineering Technology or BSGE.Willing and able to comply with a heavy travel schedule (10 days away from home with 4 day weekends at home).Strong mechanical aptitude required; prefer past experience with hand tools, vehicle/motorcycle repair, or other machine repair (farming equipment, etc.).Company is a tobacco-free workplace and, as such, no tobacco products are allowed during the workday on the jobsite(s).Position requires a pre-employment drug screening, random drug testing, felony screening, and motor vehicle record screening.Ability to handle multiple tasks and projects simultaneously",,,,
54723,3353,"Requirements:""Basic Qualifications:

Bachelor of Science in Engineering (Mechanical Engineering preferred).

Entry level Engineer will be considered if a strong candidate, but prefer at least 1- 5 years of experience on Driveline / Axles components with OEM and/or tier 1/2 supplier.

Demonstrated working knowledge of Driveline & Axles operation and components.

Excellent written and verbal communication skills.

Excellent problem solving skills.

Must be able to manage multiple complex projects simultaneously.

Must be able to lead and manage Suppliers.

Some travel required to Supplier and Corporate Engine/Transmission / Vehicle Assembly Plants -- including Canada & Mexico.

Preferred Qualifications:

Green/black belt in Shainin or DFSS desirable.

CAE/CFD experiences on Powertrain structure

Hands-on involvement in the repair/modification of a vehicle (preferred)

Working knowledge of Driveline and Axle components, forgings, Casting, machining and Injection Molding processes.",,,,,
54747,3355,"Demonstrated project management skills, team collaboration, and oral, written and visual communication skills.",Competencies:,,,,
54767,3356,Effective written and verbal English language communication skills,Qualifications:,,,,
54795,3357,Excellent oral and written communication skills,SKILLS (Preferred),,,,
54840,3358,Excellent oral and written communication skills,SKILLS (Preferred),,,,
54885,3359,Excellent oral and written communication skills,SKILLS (Preferred),,,,
54930,3360,Excellent oral and written communication skills,SKILLS (Preferred),,,,
55007,3364,"Demonstrated project management skills, team collaboration, and oral, written and visual communication skills.",Competencies:,,,,
55046,3366,"Ability to write reports, business correspondence, and procedure manuals",Essential Skills:,,,,
55049,3366,"Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form",Essential Skills:,,,,
55074,3367,Superior communication (verbal and written) and interpersonal skills,Personal Work Attributes,,,,
55114,3368,"Ability to write reports, business correspondence, and procedure manuals",Essential Skills:,,,,
55118,3368,"Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form",Essential Skills:,,,,
55130,3369,"Language Skills: Excellent verbal and written communication skills; will present ideas and outlines to management team, vendors, and customers. Comfortable accepting and processing feedback.",Position Requirements:,,,,
55171,3372,"Continued training and development for next 2 to 4 years as team member of commissioning teams and independent worker at locations across North America to develop commissioning skills, management skills, customer service skills and engineering knowledge to advance to full commissioning engineer status. Constant contact with office team is a requirement at this time and interface for inside support members is constant. All written interaction is web based, email and paperless.",Training Program:,,,,
55182,3372,"Requires face-to-face communication and contact with others (face-to-face, telephone, email, or otherwise)","Degree in Mechanical Engineering Technology or BSME, Electrical Engineering Technology or BSEE or General Engineering Technology or BSGE.Willing and able to comply with a heavy travel schedule (10 days away from home with 4 day weekends at home).Strong mechanical aptitude required; prefer past experience with hand tools, vehicle/motorcycle repair, or other machine repair (farming equipment, etc.).Company is a tobacco-free workplace and, as such, no tobacco products are allowed during the workday on the jobsite(s).Position requires a pre-employment drug screening, random drug testing, felony screening, and motor vehicle record screening.Ability to handle multiple tasks and projects simultaneously",,,,
55202,3373,"Continued training and development for next 2 to 4 years as team member of commissioning teams and independent worker at locations across North America to develop commissioning skills, management skills, customer service skills and engineering knowledge to advance to full commissioning engineer status. Constant contact with office team is a requirement at this time and interface for inside support members is constant. All written interaction is web based, email and paperless.",Training Program:,,,,
55213,3373,"Requires face-to-face communication and contact with others (face-to-face, telephone, email, or otherwise)","Degree in Mechanical Engineering Technology or BSME, Electrical Engineering Technology or BSEE or General Engineering Technology or BSGE.Willing and able to comply with a heavy travel schedule (10 days away from home with 4 day weekends at home).Strong mechanical aptitude required; prefer past experience with hand tools, vehicle/motorcycle repair, or other machine repair (farming equipment, etc.).Company is a tobacco-free workplace and, as such, no tobacco products are allowed during the workday on the jobsite(s).Position requires a pre-employment drug screening, random drug testing, felony screening, and motor vehicle record screening.Ability to handle multiple tasks and projects simultaneously",,,,
55259,3375,Excellent oral and written communication skills,SKILLS (Preferred),,,,
55312,3376,"Possess a basic ability to write and speak English, to comprehend and communicate instructions to both the hotel and its clients.","Visual ability to read manufacturerâ€™s instructions, correspondence, schematics, blueprints, etc. Visual ability to determine wire colors for safe repair and detect emergency situations.",,,,
55313,3376,"Ability to remain calm in emergency situations and to effectively deal with the internal and external guests, some of whom require patience, tact and diplomacy to defuse anger, collect accurate information, and solve guest concerns.","Possess a basic ability to write and speak English, to comprehend and communicate instructions to both the hotel and its clients.",,,,
55316,3376,"Ability to use finger/hand movements for extended periods of time. Finger and hand dexterity to manipulate switches, writing instruments, a computer keyboard, etc.",Ability to work in a 365-day 24-hour environment.,,,,
55354,3377,Written and verbal communication skills are essential as you will be contributing to commissioning specific documents that are written and delivered to our clients,,,,,
55357,3377,Begin to develop external communication (emails and memos) with review and approval from senior staff,,,,,
55360,3377,"Excellent interpersonal, written and communication skills",,,,,
55378,3378,"Demonstrated project management skills, team collaboration, and oral, written and visual communication skills.",Competencies:,,,,
55519,3384,"Language Skills: Excellent verbal and written communication skills; will present ideas and outlines to management team, vendors, and customers. Comfortable accepting and processing feedback.",Position Requirements:,,,,
55538,3388,Strong oral and written communication skills with technical reporting and presentation experience,Strong organization and time management skills,,,,
55553,3388,Written report and/or 1st author professional paper generation experience,Experience leading small teams,,,,
55604,3392,"Exceptional interpersonal, written, and verbal communication skills",Required,,,,
55608,3392,"Experience in testing. Writing formal test plans, carrying out tests, and documenting results",Desired,,,,
55635,3394,Communicate effectively using both oral and written communication during internal design reviews.,Essential Duties and Responsibilities include the following. Other duties may be assigned.,,,,
55651,3395,Good interpersonal skills verbal and written,"Must be pursuing a Mechanical Engineering, Aerospace Engineering or a Mechanical Engineering fieldMust graduate after December 2021Must continue enrollment in degree program upon completion of the internshipDue to US Export Control Laws, must be a US citizen, permanent resident or have a protected status",,,,
55692,3398,Writes and issues technical specifications and reports related to own activities within SSE projects and/or operations.,POSITION DESCRIPTION:RESPONSIBILITIES:,,,,
55758,3403,"Excellent communication skills, both written and verbal",,,,,
55826,3409,Good interpersonal skills verbal and written,We value:,,,,
55855,3411,Excellent verbal and written communication skills,Your background,,,,
55909,3416,Excellent communication (written and verbal) as well as interpersonal skills.,About you - you'll need:,,,,
